income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,client_segment,sect_empl,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,shop_am,shop_use,retired,gold_status,outcome_profit,outcome_damage_inc,outcome_damage_amount,gender_M,gender_V,score_pos,score_neg,tenure_started_in_season,dining_ic_False,dining_ic_True,dining_ic_missing,presidential_False,presidential_True,presidential_missing,is_return_customer
-0.910344906526771,-1.1539159394157426,0.331248540655984,1.2759677470369277,6.350261480048559,2.5721707466450305,False,False,False,False,True,False,-0.9828315610855105,True,-0.7105804772520583,True,-0.5394160234595288,-0.4870203500308894,False,True,-0.3728563936526557,0.9523140543543285,True,True,False,1.2899577242759979,1.9390302639431782,1.39453223589098,False,-0.30647626307675163,-0.06808764713263422,2.011889077330168,-0.30170678692433234,False,False,False,1791.66,False,0.0,True,False,0.7168407646623407,0.1522886771942394,False,True,False,False,True,False,False,False
-0.7804352156113344,-0.14862790642745277,-0.6268603541067879,-0.2513947318411333,-0.39616685492410747,-0.5602576580634238,False,False,False,True,True,False,0.3057478231745395,True,-0.30487105872455617,False,-3.357562846516346,-1.6581643048100592,False,False,-0.3728563936526557,-0.2584537757384145,False,False,False,-1.1930854126863992,-0.46236733668941726,-1.5957860959599264,False,-0.30647626307675163,-0.06808764713263422,-0.7439793537625098,-0.30170678692433234,False,False,False,1672.78,True,829.66,True,False,0.39059598848895977,1.4185311290830056,False,True,False,False,True,False,False,True
-0.7378249279783577,-0.0435372292030449,-0.6348487763101028,-0.2513947318411333,-0.39616685492410747,-0.5602576580634238,False,False,False,True,False,False,-1.6271212532155355,True,-0.0058303189867863585,False,0.06258274117386484,-1.4732468382659796,False,True,-0.3728563936526557,-0.2584537757384145,True,False,False,-1.1930854126863992,-0.46236733668941726,-1.1429093775504349,False,-0.30647626307675163,-0.06808764713263422,-0.466301648075257,-0.30170678692433234,False,False,False,1001.4,False,0.0,True,False,-1.547549259482694,-1.7636615718772453,True,True,False,False,True,False,False,True
-0.910344906526771,-1.1539159394157426,-0.624207042619816,-0.2513947318411333,-0.39616685492410747,-0.7251223109428161,False,False,False,False,False,False,-0.016397022890472984,True,0.7321318987887782,True,0.015248144428183875,-0.4870203500308894,False,True,-0.3728563936526557,-0.2584537757384145,True,False,False,1.2899577242759979,1.9390302639431782,-0.7233324178475238,False,-0.30647626307675163,-0.06808764713263422,-0.7439793537625098,-0.30170678692433234,False,False,False,1785.59,False,0.0,False,True,0.4822005735818958,1.780404284857555,True,True,False,False,True,False,False,False
1.3520949752843383,1.058226241875809,0.4319584385191154,1.0988074595094048,1.8526425900667811,2.3523512094725074,False,False,True,False,True,False,-0.660686715020498,False,-0.7105804772520583,True,-0.42256271163137016,-1.165051060692514,False,True,0.8759727054669701,-0.2584537757384145,True,False,False,0.04843615579479924,-0.46236733668941726,0.5820181234504218,False,-0.30647626307675163,-0.06808764713263422,-0.9371781702929795,0.7869371002614473,True,False,False,3140.74,False,0.0,False,True,-0.4133341849906093,0.7066833855851609,False,True,False,False,True,False,False,True
1.5258068496118675,0.6902546431016957,1.3346618101559093,-0.2513947318411333,-0.39616685492410747,-0.7251223109428161,False,False,False,False,False,False,-0.9828315610855105,False,0.4239701736280682,False,-0.7771951922144436,2.4100199591596883,False,True,0.8759727054669701,-0.2584537757384145,True,False,False,-1.1930854126863992,-0.46236733668941726,0.5553783164851577,False,-0.30647626307675163,-0.06808764713263422,-0.7439793537625098,-0.30170678692433234,False,True,True,4318.76,False,0.0,False,True,0.6887811605564791,0.5789198387694904,True,True,False,False,True,False,False,True
2.2741372323019564,0.013460934400151583,2.6013852538153475,-0.2513947318411333,-0.39616685492410747,2.5721707466450305,False,True,True,True,True,False,0.627892669239552,True,1.6065436152663486,False,0.2030821333771626,0.06773204960134888,False,True,2.124801804586596,-0.2584537757384145,True,True,False,1.2899577242759979,1.9390302639431782,0.38221957121094036,False,-0.30647626307675163,-0.06808764713263422,1.3576153810042642,-0.30170678692433234,False,False,True,1676.75,True,888.09,True,False,0.38294458367153433,1.7084286426220703,True,True,False,False,True,False,False,True
-0.910344906526771,-1.1539159394157426,-0.6827814465658082,-0.2513947318411333,-0.39616685492410747,-0.7251223109428161,False,False,False,False,False,False,0.627892669239552,True,0.858746444532093,False,-0.5128066967511433,0.6841236047482803,False,True,-1.6216854927722817,-0.2584537757384145,True,False,False,0.04843615579479924,-0.46236733668941726,-1.5225266268054498,False,-0.30647626307675163,-0.06808764713263422,-0.7439793537625098,-0.30170678692433234,False,False,False,1127.05,False,0.0,False,True,0.12464138316567397,0.41852634465706,True,False,False,True,False,False,True,False
-0.9034815887054788,0.9891127852960923,-0.6827814465658082,-0.2513947318411333,-0.39616685492410747,-0.7251223109428161,False,False,False,True,False,False,-0.9828315610855105,True,0.4239701736280682,False,0.2105636811177149,-0.733576972089662,False,True,-1.6216854927722817,-0.2584537757384145,False,False,False,0.04843615579479924,-0.46236733668941726,-1.7689448412341435,False,-0.30647626307675163,-0.06808764713263422,-0.7439793537625098,-0.30170678692433234,False,False,False,1640.31,False,0.0,True,False,0.7151033294276742,0.9022695831253802,False,True,False,False,True,False,False,True
-0.9034815887054788,0.9891127852960923,-0.6827814465658082,-0.2513947318411333,-0.39616685492410747,-0.7251223109428161,False,False,False,True,False,False,0.627892669239552,True,0.4239701736280682,False,-0.07010728116010591,-0.9801335941484345,False,True,-0.3728563936526557,-0.2584537757384145,True,False,False,0.04843615579479924,-0.46236733668941726,-0.8099117904846325,False,-0.30647626307675163,-0.06808764713263422,-0.7439793537625098,-0.30170678692433234,False,False,False,1861.78,True,981.64,True,False,-1.4114049368421417,-0.8246998001942267,False,True,False,False,True,False,False,True
